#
# number of word features, training set error, validation set error
#
10   6.2086092715e-01   6.0199004975e-01
18   6.3079470199e-01   5.7711442786e-01
32   6.3245033113e-01   5.3731343284e-01
58   6.5728476821e-01   5.9203980100e-01
105   6.9370860927e-01   6.4676616915e-01
189   6.0927152318e-01   5.8208955224e-01
341   6.4403973510e-01   5.9203980100e-01
616   6.1754966887e-01   5.4726368159e-01
1110   6.2417218543e-01   5.5223880597e-01
2000   6.3576158940e-01   5.3731343284e-01
